"id","room_type","status","date_reservation","time_reservation","days_of_week","check_in_date","check_out_date","sales_price","d2_hotel_occupancy","average_competitor_price","average_competitor_room_availability","no_of_reservations","created_at","updated_at"
"8591","Panorama Ocean Suite","Confirmed","2024-01-19","20:41:00","Saturday","2024-02-10","2024-02-11","39600.00","9.65","34519.44","47","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8592","Super Deluxe Twin","Confirmed","2024-02-09","16:21:00","Saturday","2024-02-10","2024-02-13","29700.00","10.09","10738.07","16","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8593","Panorama Ocean Suite","Confirmed","2024-02-01","20:42:00","Saturday","2024-02-10","2024-02-11","39600.00","10.53","34519.44","28","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8594","Infinity Sea View","Confirmed","2024-02-02","14:43:00","Saturday","2024-02-10","2024-02-13","49500.00","10.96","15034.67","20","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8595","Infinity Sea View","Confirmed","2024-01-20","14:33:00","Saturday","2024-02-10","2024-02-13","49500.00","11.40","15034.67","32","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8596","Panorama Ocean Suite","Confirmed","2024-01-12","15:03:00","Saturday","2024-02-10","2024-02-15","198000.00","11.84","34519.44","16","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8597","Junior Suite","Confirmed","2024-01-20","15:20:00","Saturday","2024-02-10","2024-02-15","115500.00","12.28","22053.01","31","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8598","Super Deluxe Twin","Confirmed","2024-02-07","18:53:00","Sunday","2024-02-11","2024-02-12","9900.00","0.44","10498.92","34","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8599","Super Deluxe Twin","Confirmed","2024-02-03","13:49:00","Sunday","2024-02-11","2024-02-13","19800.00","0.88","10498.92","22","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8600","Panorama Ocean Suite","Confirmed","2024-01-18","16:19:00","Sunday","2024-02-11","2024-02-16","198000.00","1.32","34922.06","11","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8601","Super Deluxe King","Confirmed","2024-02-06","14:30:00","Sunday","2024-02-11","2024-02-16","57750.00","1.75","11687.36","15","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8602","Super Deluxe Twin","Confirmed","2024-02-04","13:52:00","Sunday","2024-02-11","2024-02-12","9900.00","2.19","10498.92","11","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8603","Junior Suite","Confirmed","2024-01-27","14:04:00","Sunday","2024-02-11","2024-02-16","115500.00","2.63","22360.07","50","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8604","Super Deluxe King","Confirmed","2024-02-03","09:51:00","Sunday","2024-02-11","2024-02-16","57750.00","3.07","11687.36","43","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8605","Infinity Sea View","Confirmed","2024-01-22","19:55:00","Sunday","2024-02-11","2024-02-16","82500.00","3.51","14537.93","39","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8606","Super Deluxe King","Confirmed","2024-01-13","20:45:00","Sunday","2024-02-11","2024-02-12","11550.00","3.95","11687.36","15","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8607","Panorama Ocean Suite","Confirmed","2024-01-30","18:46:00","Sunday","2024-02-11","2024-02-13","79200.00","4.39","34922.06","42","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8608","Super Deluxe King","Confirmed","2024-01-14","20:23:00","Sunday","2024-02-11","2024-02-16","57750.00","4.82","11687.36","29","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8609","Junior Suite","Confirmed","2024-01-30","19:12:00","Sunday","2024-02-11","2024-02-13","46200.00","5.26","22360.07","16","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8610","Infinity Sea View","Confirmed","2024-02-07","14:16:00","Sunday","2024-02-11","2024-02-15","66000.00","5.70","14537.93","45","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8611","Super Deluxe King","Confirmed","2024-01-29","17:51:00","Sunday","2024-02-11","2024-02-16","57750.00","6.14","11687.36","14","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8612","Junior Suite","Confirmed","2024-01-12","13:37:00","Sunday","2024-02-11","2024-02-13","46200.00","6.58","22360.07","37","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8613","Junior Suite","Confirmed","2024-02-05","15:16:00","Sunday","2024-02-11","2024-02-14","69300.00","7.02","22360.07","31","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8614","Junior Suite","Confirmed","2024-01-30","16:05:00","Sunday","2024-02-11","2024-02-13","46200.00","7.46","22360.07","45","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8615","Infinity Sea View","Confirmed","2024-02-07","19:17:00","Sunday","2024-02-11","2024-02-12","16500.00","7.89","14537.93","47","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8616","Panorama Ocean Suite","Confirmed","2024-02-04","08:44:00","Sunday","2024-02-11","2024-02-15","158400.00","8.33","34922.06","12","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8617","Super Deluxe Twin","Confirmed","2024-02-02","10:34:00","Sunday","2024-02-11","2024-02-15","39600.00","8.77","10498.92","15","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8618","Junior Suite","Confirmed","2024-01-29","20:32:00","Sunday","2024-02-11","2024-02-16","115500.00","9.21","22360.07","21","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8619","Infinity Sea View","Confirmed","2024-02-08","14:32:00","Sunday","2024-02-11","2024-02-12","16500.00","9.65","14537.93","33","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8620","Super Deluxe Twin","Confirmed","2024-01-16","08:52:00","Sunday","2024-02-11","2024-02-14","29700.00","10.09","10498.92","15","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8621","Panorama Ocean Suite","Confirmed","2024-01-22","19:21:00","Sunday","2024-02-11","2024-02-15","158400.00","10.53","34922.06","37","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8622","Super Deluxe Twin","Confirmed","2024-01-30","08:48:00","Sunday","2024-02-11","2024-02-15","39600.00","10.96","10498.92","20","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8623","Panorama Ocean Suite","Confirmed","2024-02-01","14:54:00","Sunday","2024-02-11","2024-02-14","118800.00","11.40","34922.06","23","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8624","Super Deluxe King","Confirmed","2024-01-28","20:56:00","Monday","2024-02-12","2024-02-13","10500.00","0.44","9707.26","42","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8625","Infinity Sea View","Confirmed","2024-01-14","11:59:00","Monday","2024-02-12","2024-02-17","75000.00","0.88","13266.95","25","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8626","Junior Suite","Confirmed","2024-01-27","20:00:00","Monday","2024-02-12","2024-02-13","21000.00","1.32","21519.77","24","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8627","Super Deluxe Twin","Confirmed","2024-01-14","09:43:00","Monday","2024-02-12","2024-02-16","36000.00","1.75","9373.90","10","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8628","Super Deluxe King","Confirmed","2024-01-19","13:09:00","Monday","2024-02-12","2024-02-15","31500.00","2.19","9707.26","46","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8629","Junior Suite","Confirmed","2024-02-02","08:41:00","Monday","2024-02-12","2024-02-17","105000.00","2.63","21519.77","14","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8630","Super Deluxe King","Confirmed","2024-02-05","17:08:00","Monday","2024-02-12","2024-02-15","31500.00","3.07","9707.26","24","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8631","Infinity Sea View","Confirmed","2024-01-19","17:03:00","Monday","2024-02-12","2024-02-15","45000.00","3.51","13266.95","10","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8632","Junior Suite","Confirmed","2024-02-04","20:15:00","Monday","2024-02-12","2024-02-16","84000.00","3.95","21519.77","23","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8633","Infinity Sea View","Confirmed","2024-01-23","10:14:00","Monday","2024-02-12","2024-02-15","45000.00","4.39","13266.95","44","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8634","Super Deluxe Twin","Confirmed","2024-01-16","12:35:00","Monday","2024-02-12","2024-02-16","36000.00","4.82","9373.90","46","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8635","Junior Suite","Confirmed","2024-01-24","10:30:00","Monday","2024-02-12","2024-02-13","21000.00","5.26","21519.77","30","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8636","Junior Suite","Confirmed","2024-02-10","13:43:00","Monday","2024-02-12","2024-02-13","21000.00","5.70","21519.77","49","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8637","Super Deluxe King","Confirmed","2024-01-21","14:17:00","Monday","2024-02-12","2024-02-13","10500.00","6.14","9707.26","35","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8638","Infinity Sea View","Confirmed","2024-02-07","20:08:00","Monday","2024-02-12","2024-02-15","45000.00","6.58","13266.95","40","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8639","Super Deluxe Twin","Confirmed","2024-01-27","16:12:00","Monday","2024-02-12","2024-02-15","27000.00","7.02","9373.90","22","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8640","Infinity Sea View","Confirmed","2024-02-06","11:23:00","Monday","2024-02-12","2024-02-17","75000.00","7.46","13266.95","17","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8641","Super Deluxe King","Confirmed","2024-02-06","16:04:00","Tuesday","2024-02-13","2024-02-18","52500.00","0.44","9718.10","30","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8642","Super Deluxe King","Confirmed","2024-01-29","08:18:00","Tuesday","2024-02-13","2024-02-14","10500.00","0.88","9718.10","36","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8643","Super Deluxe Twin","Confirmed","2024-01-30","20:48:00","Tuesday","2024-02-13","2024-02-17","36000.00","1.32","9312.38","31","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8644","Junior Suite","Confirmed","2024-01-30","20:26:00","Tuesday","2024-02-13","2024-02-16","63000.00","1.75","20860.52","22","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8645","Junior Suite","Confirmed","2024-01-30","14:09:00","Tuesday","2024-02-13","2024-02-14","21000.00","2.19","20860.52","18","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8646","Infinity Sea View","Confirmed","2024-01-16","17:08:00","Tuesday","2024-02-13","2024-02-18","75000.00","2.63","12608.67","36","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8647","Infinity Sea View","Confirmed","2024-01-28","10:38:00","Tuesday","2024-02-13","2024-02-15","30000.00","3.07","12608.67","11","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8648","Super Deluxe King","Confirmed","2024-02-01","20:17:00","Tuesday","2024-02-13","2024-02-16","31500.00","3.51","9718.10","39","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8649","Super Deluxe King","Confirmed","2024-01-25","09:32:00","Tuesday","2024-02-13","2024-02-15","21000.00","3.95","9718.10","33","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8650","Super Deluxe Twin","Confirmed","2024-02-12","19:33:00","Tuesday","2024-02-13","2024-02-17","36000.00","4.39","9312.38","20","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8651","Junior Suite","Confirmed","2024-02-10","20:33:00","Tuesday","2024-02-13","2024-02-15","42000.00","4.82","20860.52","34","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8652","Super Deluxe Twin","Confirmed","2024-01-15","12:47:00","Tuesday","2024-02-13","2024-02-15","18000.00","5.26","9312.38","20","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8653","Infinity Sea View","Confirmed","2024-02-02","18:48:00","Tuesday","2024-02-13","2024-02-14","15000.00","5.70","12608.67","41","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8654","Infinity Sea View","Confirmed","2024-01-28","08:08:00","Tuesday","2024-02-13","2024-02-16","45000.00","6.14","12608.67","20","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8655","Super Deluxe Twin","Confirmed","2024-01-21","12:14:00","Tuesday","2024-02-13","2024-02-15","18000.00","6.58","9312.38","21","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8656","Panorama Ocean Suite","Confirmed","2024-02-02","15:02:00","Tuesday","2024-02-13","2024-02-17","144000.00","7.02","34082.84","13","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8657","Infinity Sea View","Confirmed","2024-02-09","10:17:00","Tuesday","2024-02-13","2024-02-15","30000.00","7.46","12608.67","40","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8658","Junior Suite","Confirmed","2024-02-03","17:24:00","Tuesday","2024-02-13","2024-02-14","21000.00","7.89","20860.52","50","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8659","Junior Suite","Confirmed","2024-02-07","19:15:00","Wednesday","2024-02-14","2024-02-18","84000.00","0.44","20242.56","46","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8660","Super Deluxe Twin","Confirmed","2024-01-30","13:30:00","Wednesday","2024-02-14","2024-02-16","18000.00","0.88","9893.68","16","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8661","Super Deluxe Twin","Confirmed","2024-01-22","20:15:00","Wednesday","2024-02-14","2024-02-19","45000.00","1.32","9893.68","37","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8662","Infinity Sea View","Confirmed","2024-02-02","19:18:00","Wednesday","2024-02-14","2024-02-16","30000.00","1.75","13601.94","36","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8663","Panorama Ocean Suite","Confirmed","2024-01-27","19:33:00","Wednesday","2024-02-14","2024-02-17","108000.00","2.19","33406.61","35","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8664","Super Deluxe Twin","Confirmed","2024-01-25","09:50:00","Wednesday","2024-02-14","2024-02-18","36000.00","2.63","9893.68","21","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8665","Super Deluxe Twin","Confirmed","2024-01-24","18:45:00","Wednesday","2024-02-14","2024-02-16","18000.00","3.07","9893.68","33","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8666","Super Deluxe Twin","Confirmed","2024-02-03","13:38:00","Wednesday","2024-02-14","2024-02-16","18000.00","3.51","9893.68","50","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8667","Super Deluxe King","Confirmed","2024-02-08","12:22:00","Wednesday","2024-02-14","2024-02-18","42000.00","3.95","9939.15","13","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8668","Infinity Sea View","Confirmed","2024-01-26","14:41:00","Wednesday","2024-02-14","2024-02-18","60000.00","4.39","13601.94","15","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8669","Junior Suite","Confirmed","2024-01-22","17:13:00","Wednesday","2024-02-14","2024-02-15","21000.00","4.82","20242.56","28","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8670","Infinity Sea View","Confirmed","2024-01-20","18:25:00","Wednesday","2024-02-14","2024-02-16","30000.00","5.26","13601.94","20","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8671","Panorama Ocean Suite","Confirmed","2024-01-16","10:09:00","Wednesday","2024-02-14","2024-02-15","36000.00","5.70","33406.61","36","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8672","Super Deluxe Twin","Confirmed","2024-01-21","20:45:00","Wednesday","2024-02-14","2024-02-16","18000.00","6.14","9893.68","21","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8673","Super Deluxe King","Confirmed","2024-02-04","20:36:00","Wednesday","2024-02-14","2024-02-18","42000.00","6.58","9939.15","23","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8674","Super Deluxe King","Confirmed","2024-02-11","15:36:00","Wednesday","2024-02-14","2024-02-19","52500.00","7.02","9939.15","18","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8675","Panorama Ocean Suite","Confirmed","2024-02-08","15:05:00","Wednesday","2024-02-14","2024-02-16","72000.00","7.46","33406.61","11","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8676","Super Deluxe King","Confirmed","2024-01-17","12:52:00","Wednesday","2024-02-14","2024-02-16","21000.00","7.89","9939.15","48","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8677","Panorama Ocean Suite","Confirmed","2024-02-01","08:47:00","Wednesday","2024-02-14","2024-02-16","72000.00","8.33","33406.61","49","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8678","Infinity Sea View","Confirmed","2024-02-10","10:43:00","Thursday","2024-02-15","2024-02-16","15000.00","0.44","12941.79","13","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8679","Infinity Sea View","Confirmed","2024-01-28","15:38:00","Thursday","2024-02-15","2024-02-16","15000.00","0.88","12941.79","44","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8680","Super Deluxe Twin","Confirmed","2024-02-11","12:27:00","Thursday","2024-02-15","2024-02-19","36000.00","1.32","9721.78","39","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8681","Panorama Ocean Suite","Confirmed","2024-02-07","12:08:00","Thursday","2024-02-15","2024-02-18","108000.00","1.75","33351.34","34","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8682","Panorama Ocean Suite","Confirmed","2024-02-13","19:32:00","Thursday","2024-02-15","2024-02-16","36000.00","2.19","33351.34","17","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8683","Super Deluxe King","Confirmed","2024-02-13","08:03:00","Thursday","2024-02-15","2024-02-18","31500.00","2.63","10023.73","11","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8684","Super Deluxe King","Confirmed","2024-01-19","18:56:00","Thursday","2024-02-15","2024-02-16","10500.00","3.07","10023.73","39","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8685","Infinity Sea View","Confirmed","2024-02-01","19:32:00","Thursday","2024-02-15","2024-02-17","30000.00","3.51","12941.79","28","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8686","Infinity Sea View","Confirmed","2024-01-31","13:26:00","Thursday","2024-02-15","2024-02-19","60000.00","3.95","12941.79","12","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8687","Super Deluxe Twin","Confirmed","2024-02-09","09:49:00","Thursday","2024-02-15","2024-02-19","36000.00","4.39","9721.78","20","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8688","Junior Suite","Confirmed","2024-01-30","12:29:00","Thursday","2024-02-15","2024-02-20","105000.00","4.82","20119.18","17","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8689","Infinity Sea View","Confirmed","2024-02-14","08:05:00","Thursday","2024-02-15","2024-02-19","60000.00","5.26","12941.79","27","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8690","Super Deluxe Twin","Confirmed","2024-01-20","15:02:00","Thursday","2024-02-15","2024-02-16","9000.00","5.70","9721.78","18","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8691","Super Deluxe Twin","Confirmed","2024-02-03","18:38:00","Thursday","2024-02-15","2024-02-20","45000.00","6.14","9721.78","39","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8692","Junior Suite","Confirmed","2024-01-19","12:59:00","Thursday","2024-02-15","2024-02-16","21000.00","6.58","20119.18","46","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8693","Junior Suite","Confirmed","2024-02-06","19:27:00","Thursday","2024-02-15","2024-02-20","105000.00","7.02","20119.18","23","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8694","Super Deluxe Twin","Confirmed","2024-01-30","12:20:00","Thursday","2024-02-15","2024-02-18","27000.00","7.46","9721.78","47","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8695","Panorama Ocean Suite","Confirmed","2024-01-20","16:47:00","Friday","2024-02-16","2024-02-17","39600.00","0.44","37026.64","35","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8696","Panorama Ocean Suite","Confirmed","2024-01-26","18:23:00","Friday","2024-02-16","2024-02-21","198000.00","0.88","37026.64","11","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
